 # time              Etot              Ltot
   0.47900001E+002  -0.40629998E+007   0.29827626E+009
   0.48000001E+002  -0.48533106E+007   0.29827626E+009
   0.48100001E+002  -0.62759905E+007   0.29827626E+009
   0.48200001E+002  -0.95956284E+007   0.29827626E+009
   0.48300001E+002  -0.26189960E+008   0.29827625E+009
   0.48400001E+002  -0.26207316E+008   0.29827625E+009
   0.48500001E+002  -0.95969838E+007   0.29827625E+009
   0.48600001E+002  -0.62757009E+007   0.29827625E+009
   0.48700001E+002  -0.48522804E+007   0.29827625E+009
   0.48800001E+002  -0.40614314E+007   0.29827624E+009
   0.48900001E+002  -0.35581041E+007   0.29827624E+009
   0.49000001E+002  -0.32095928E+007   0.29827624E+009
   0.49100001E+002  -0.29539697E+007   0.29827624E+009
   0.49200001E+002  -0.27584503E+007   0.29827624E+009
   0.49300001E+002  -0.26040541E+007   0.29827623E+009
   0.49400001E+002  -0.24790317E+007   0.29827623E+009
   0.49500001E+002  -0.23757203E+007   0.29827623E+009
   0.49600001E+002  -0.22889092E+007   0.29827623E+009
   0.49700001E+002  -0.22149318E+007   0.29827622E+009
   0.49800001E+002  -0.21511329E+007   0.29827622E+009
   0.49900001E+002  -0.20955424E+007   0.29827622E+009
   0.50000001E+002  -0.20466681E+007   0.29827622E+009
   0.50100001E+002  -0.20033585E+007   0.29827622E+009
   0.50200001E+002  -0.19647114E+007   0.29827621E+009
   0.50300001E+002  -0.19300096E+007   0.29827621E+009
   0.50400001E+002  -0.18986756E+007   0.29827621E+009
   0.50500001E+002  -0.18702397E+007   0.29827621E+009
   0.50600001E+002  -0.18443154E+007   0.29827621E+009
   0.50700001E+002  -0.18205822E+007   0.29827620E+009
   0.50800001E+002  -0.17987719E+007   0.29827620E+009
   0.50900001E+002  -0.17786581E+007   0.29827620E+009
   0.51000001E+002  -0.17600490E+007   0.29827620E+009
   0.51100001E+002  -0.17427805E+007   0.29827620E+009
   0.51200001E+002  -0.17267113E+007   0.29827619E+009
   0.51300001E+002  -0.17117197E+007   0.29827619E+009
   0.51400001E+002  -0.16976996E+007   0.29827619E+009
   0.51500001E+002  -0.16845586E+007   0.29827619E+009
   0.51600001E+002  -0.16722155E+007   0.29827619E+009
   0.51700001E+002  -0.16605990E+007   0.29827618E+009
   0.51800001E+002  -0.16496458E+007   0.29827618E+009
   0.51900001E+002  -0.16393000E+007   0.29827618E+009
   0.52000001E+002  -0.16295117E+007   0.29827618E+009
   0.52100001E+002  -0.16202362E+007   0.29827617E+009
   0.52200001E+002  -0.16114338E+007   0.29827617E+009
   0.52300001E+002  -0.16030683E+007   0.29827617E+009
   0.52400001E+002  -0.15951076E+007   0.29827617E+009
   0.52500001E+002  -0.15875224E+007   0.29827617E+009
   0.52600001E+002  -0.15802862E+007   0.29827616E+009
   0.52700001E+002  -0.15733749E+007   0.29827616E+009
   0.52800001E+002  -0.15667667E+007   0.29827616E+009
   0.52900001E+002  -0.15604416E+007   0.29827616E+009
   0.53000001E+002  -0.15543814E+007   0.29827616E+009
   0.53100001E+002  -0.15485694E+007   0.29827615E+009
   0.53200001E+002  -0.15429902E+007   0.29827615E+009
   0.53300001E+002  -0.15376298E+007   0.29827615E+009
   0.53400001E+002  -0.15324751E+007   0.29827615E+009
   0.53500001E+002  -0.15275143E+007   0.29827615E+009
   0.53600001E+002  -0.15227362E+007   0.29827614E+009
   0.53700001E+002  -0.15181306E+007   0.29827614E+009
   0.53800001E+002  -0.15136881E+007   0.29827614E+009
   0.53900001E+002  -0.15093999E+007   0.29827614E+009
   0.54000001E+002  -0.15052577E+007   0.29827614E+009
   0.54100001E+002  -0.15012541E+007   0.29827613E+009
   0.54200001E+002  -0.14973818E+007   0.29827613E+009
   0.54300001E+002  -0.14936343E+007   0.29827613E+009
   0.54400001E+002  -0.14900055E+007   0.29827613E+009
   0.54500001E+002  -0.14864895E+007   0.29827613E+009
   0.54600001E+002  -0.14830809E+007   0.29827612E+009
   0.54700001E+002  -0.14797748E+007   0.29827612E+009
   0.54800001E+002  -0.14765663E+007   0.29827612E+009
   0.54900001E+002  -0.14734510E+007   0.29827612E+009
   0.55000001E+002  -0.14704247E+007   0.29827611E+009
   0.55100001E+002  -0.14674835E+007   0.29827611E+009
   0.55200001E+002  -0.14646237E+007   0.29827611E+009
   0.55300001E+002  -0.14618417E+007   0.29827611E+009
   0.55400001E+002  -0.14591343E+007   0.29827611E+009
   0.55500001E+002  -0.14564983E+007   0.29827610E+009
   0.55600001E+002  -0.14539308E+007   0.29827610E+009
   0.55700001E+002  -0.14514291E+007   0.29827610E+009
   0.55800001E+002  -0.14489905E+007   0.29827610E+009
   0.55900001E+002  -0.14466125E+007   0.29827610E+009
   0.56000001E+002  -0.14442927E+007   0.29827609E+009
   0.56100001E+002  -0.14420290E+007   0.29827609E+009
   0.56200001E+002  -0.14398191E+007   0.29827609E+009
   0.56300001E+002  -0.14376611E+007   0.29827609E+009
   0.56400001E+002  -0.14355530E+007   0.29827609E+009
   0.56500001E+002  -0.14334930E+007   0.29827608E+009
   0.56600001E+002  -0.14314795E+007   0.29827608E+009
   0.56700001E+002  -0.14295106E+007   0.29827608E+009
   0.56800001E+002  -0.14275849E+007   0.29827608E+009
   0.56900001E+002  -0.14257009E+007   0.29827608E+009
   0.57000001E+002  -0.14238571E+007   0.29827607E+009
   0.57100001E+002  -0.14220522E+007   0.29827607E+009
   0.57200001E+002  -0.14202848E+007   0.29827607E+009
   0.57300001E+002  -0.14185537E+007   0.29827607E+009
   0.57400001E+002  -0.14168578E+007   0.29827607E+009
   0.57500001E+002  -0.14151958E+007   0.29827606E+009
   0.57600001E+002  -0.14135667E+007   0.29827606E+009
   0.57700001E+002  -0.14119695E+007   0.29827606E+009
   0.57800001E+002  -0.14104031E+007   0.29827606E+009
   0.57900001E+002  -0.14088667E+007   0.29827605E+009
   0.58000001E+002  -0.14073592E+007   0.29827605E+009
   0.58100001E+002  -0.14058798E+007   0.29827605E+009
   0.58200001E+002  -0.14044277E+007   0.29827605E+009
   0.58300001E+002  -0.14030020E+007   0.29827605E+009
   0.58400001E+002  -0.14016020E+007   0.29827604E+009
   0.58500001E+002  -0.14002269E+007   0.29827604E+009
   0.58600001E+002  -0.13988760E+007   0.29827604E+009
   0.58700001E+002  -0.13975487E+007   0.29827604E+009
   0.58800001E+002  -0.13962442E+007   0.29827604E+009
   0.58900001E+002  -0.13949619E+007   0.29827603E+009
   0.59000001E+002  -0.13937012E+007   0.29827603E+009
   0.59100001E+002  -0.13924616E+007   0.29827603E+009
   0.59200001E+002  -0.13912424E+007   0.29827603E+009
   0.59300001E+002  -0.13900431E+007   0.29827603E+009
   0.59400001E+002  -0.13888631E+007   0.29827602E+009
   0.59500001E+002  -0.13877020E+007   0.29827602E+009
   0.59600001E+002  -0.13865593E+007   0.29827602E+009
   0.59700001E+002  -0.13854345E+007   0.29827602E+009
   0.59800001E+002  -0.13843272E+007   0.29827602E+009
   0.59900001E+002  -0.13832368E+007   0.29827601E+009
   0.60000001E+002  -0.13821630E+007   0.29827601E+009
   0.60100001E+002  -0.13811054E+007   0.29827601E+009
   0.60200001E+002  -0.13800635E+007   0.29827601E+009
   0.60300001E+002  -0.13790370E+007   0.29827601E+009
   0.60400001E+002  -0.13780256E+007   0.29827600E+009
   0.60500001E+002  -0.13770287E+007   0.29827600E+009
   0.60600001E+002  -0.13760462E+007   0.29827600E+009
   0.60700001E+002  -0.13750777E+007   0.29827600E+009
   0.60800001E+002  -0.13741228E+007   0.29827599E+009
   0.60900001E+002  -0.13731812E+007   0.29827599E+009
   0.61000001E+002  -0.13722527E+007   0.29827599E+009
   0.61100001E+002  -0.13713369E+007   0.29827599E+009
   0.61200001E+002  -0.13704335E+007   0.29827599E+009
   0.61300001E+002  -0.13695423E+007   0.29827598E+009
   0.61400001E+002  -0.13686630E+007   0.29827598E+009
   0.61500001E+002  -0.13677954E+007   0.29827598E+009
   0.61600001E+002  -0.13669391E+007   0.29827598E+009
   0.61700001E+002  -0.13660940E+007   0.29827598E+009
   0.61800001E+002  -0.13652598E+007   0.29827597E+009
   0.61900001E+002  -0.13644363E+007   0.29827597E+009
   0.62000001E+002  -0.13636233E+007   0.29827597E+009
   0.62100001E+002  -0.13628205E+007   0.29827597E+009
   0.62200001E+002  -0.13620277E+007   0.29827597E+009
   0.62300001E+002  -0.13612447E+007   0.29827596E+009
   0.62400001E+002  -0.13604714E+007   0.29827596E+009
   0.62500001E+002  -0.13597075E+007   0.29827596E+009
   0.62600001E+002  -0.13589529E+007   0.29827596E+009
   0.62700001E+002  -0.13582073E+007   0.29827596E+009
   0.62800001E+002  -0.13574707E+007   0.29827595E+009
   0.62900001E+002  -0.13567428E+007   0.29827595E+009
   0.63000001E+002  -0.13560234E+007   0.29827595E+009
   0.63100001E+002  -0.13553124E+007   0.29827595E+009
   0.63200001E+002  -0.13546097E+007   0.29827595E+009
   0.63300001E+002  -0.13539150E+007   0.29827594E+009
   0.63400001E+002  -0.13532283E+007   0.29827594E+009
   0.63500001E+002  -0.13525494E+007   0.29827594E+009
   0.63600001E+002  -0.13518781E+007   0.29827594E+009
   0.63700001E+002  -0.13512143E+007   0.29827594E+009
   0.63800001E+002  -0.13505579E+007   0.29827593E+009
   0.63900001E+002  -0.13499088E+007   0.29827593E+009
   0.64000001E+002  -0.13492668E+007   0.29827593E+009
   0.64100001E+002  -0.13486318E+007   0.29827593E+009
   0.64200001E+002  -0.13480037E+007   0.29827593E+009
   0.64300001E+002  -0.13473824E+007   0.29827592E+009
   0.64400001E+002  -0.13467677E+007   0.29827592E+009
   0.64500001E+002  -0.13461595E+007   0.29827592E+009
   0.64600001E+002  -0.13455578E+007   0.29827592E+009
   0.64700001E+002  -0.13449624E+007   0.29827591E+009
   0.64800001E+002  -0.13443733E+007   0.29827591E+009
   0.64900001E+002  -0.13437903E+007   0.29827591E+009
   0.65000001E+002  -0.13432133E+007   0.29827591E+009
   0.65100001E+002  -0.13426422E+007   0.29827591E+009
   0.65200001E+002  -0.13420770E+007   0.29827590E+009
   0.65300001E+002  -0.13415176E+007   0.29827590E+009
   0.65400001E+002  -0.13409638E+007   0.29827590E+009
   0.65500001E+002  -0.13404156E+007   0.29827590E+009
   0.65600001E+002  -0.13398729E+007   0.29827590E+009
   0.65700001E+002  -0.13393356E+007   0.29827589E+009
   0.65800001E+002  -0.13388036E+007   0.29827589E+009
   0.65900001E+002  -0.13382770E+007   0.29827589E+009
   0.66000001E+002  -0.13377555E+007   0.29827589E+009
   0.66100001E+002  -0.13372391E+007   0.29827589E+009
   0.66200001E+002  -0.13367278E+007   0.29827588E+009
   0.66300001E+002  -0.13362214E+007   0.29827588E+009
   0.66400001E+002  -0.13357200E+007   0.29827588E+009
   0.66500001E+002  -0.13352233E+007   0.29827588E+009
   0.66600001E+002  -0.13347315E+007   0.29827588E+009
   0.66700001E+002  -0.13342444E+007   0.29827587E+009
   0.66800001E+002  -0.13337619E+007   0.29827587E+009
   0.66900001E+002  -0.13332840E+007   0.29827587E+009
   0.67000001E+002  -0.13328107E+007   0.29827587E+009
   0.67100001E+002  -0.13323418E+007   0.29827587E+009
   0.67200001E+002  -0.13318774E+007   0.29827586E+009
   0.67300001E+002  -0.13314173E+007   0.29827586E+009
   0.67400001E+002  -0.13309616E+007   0.29827586E+009
   0.67500001E+002  -0.13305101E+007   0.29827586E+009
   0.67600001E+002  -0.13300628E+007   0.29827586E+009
   0.67700001E+002  -0.13296197E+007   0.29827585E+009
   0.67800001E+002  -0.13291807E+007   0.29827585E+009
   0.67900001E+002  -0.13287458E+007   0.29827585E+009
   0.68000001E+002  -0.13283149E+007   0.29827585E+009
   0.68100001E+002  -0.13278880E+007   0.29827585E+009
   0.68200001E+002  -0.13274650E+007   0.29827584E+009
   0.68300001E+002  -0.13270459E+007   0.29827584E+009
   0.68400001E+002  -0.13266307E+007   0.29827584E+009
   0.68500001E+002  -0.13262194E+007   0.29827584E+009
   0.68600001E+002  -0.13258118E+007   0.29827584E+009
   0.68700001E+002  -0.13254079E+007   0.29827583E+009
   0.68800001E+002  -0.13250078E+007   0.29827583E+009
   0.68900001E+002  -0.13246113E+007   0.29827583E+009
   0.69000001E+002  -0.13242185E+007   0.29827583E+009
   0.69100001E+002  -0.13238293E+007   0.29827582E+009
   0.69200001E+002  -0.13234437E+007   0.29827582E+009
   0.69300001E+002  -0.13230616E+007   0.29827582E+009
   0.69400001E+002  -0.13226830E+007   0.29827582E+009
   0.69500001E+002  -0.13223080E+007   0.29827582E+009
   0.69600001E+002  -0.13219363E+007   0.29827581E+009
   0.69700001E+002  -0.13215682E+007   0.29827581E+009
   0.69800001E+002  -0.13212034E+007   0.29827581E+009
   0.69900001E+002  -0.13208420E+007   0.29827581E+009
   0.70000001E+002  -0.13204840E+007   0.29827581E+009
   0.70100001E+002  -0.13201293E+007   0.29827580E+009
   0.70200001E+002  -0.13197779E+007   0.29827580E+009
   0.70300001E+002  -0.13194298E+007   0.29827580E+009
   0.70400001E+002  -0.13190850E+007   0.29827580E+009
   0.70500001E+002  -0.13187435E+007   0.29827580E+009
   0.70600001E+002  -0.13184051E+007   0.29827579E+009
   0.70700001E+002  -0.13180700E+007   0.29827579E+009
   0.70800001E+002  -0.13177381E+007   0.29827579E+009
   0.70900001E+002  -0.13174094E+007   0.29827579E+009
   0.71000001E+002  -0.13170838E+007   0.29827579E+009
   0.71100001E+002  -0.13167614E+007   0.29827578E+009
   0.71200001E+002  -0.13164421E+007   0.29827578E+009
   0.71300001E+002  -0.13161260E+007   0.29827578E+009
   0.71400001E+002  -0.13158129E+007   0.29827578E+009
   0.71500001E+002  -0.13155030E+007   0.29827578E+009
   0.71600001E+002  -0.13151962E+007   0.29827577E+009
   0.71700001E+002  -0.13148924E+007   0.29827577E+009
   0.71800001E+002  -0.13145917E+007   0.29827577E+009
   0.71900001E+002  -0.13142941E+007   0.29827577E+009
   0.72000001E+002  -0.13139995E+007   0.29827577E+009
   0.72100001E+002  -0.13137081E+007   0.29827576E+009
   0.72200001E+002  -0.13134196E+007   0.29827576E+009
   0.72300001E+002  -0.13131342E+007   0.29827576E+009
   0.72400001E+002  -0.13128519E+007   0.29827576E+009
   0.72500001E+002  -0.13125726E+007   0.29827576E+009
   0.72600001E+002  -0.13122963E+007   0.29827575E+009
   0.72700001E+002  -0.13120231E+007   0.29827575E+009
   0.72800001E+002  -0.13117529E+007   0.29827575E+009
   0.72900001E+002  -0.13114858E+007   0.29827575E+009
   0.73000001E+002  -0.13112218E+007   0.29827575E+009
   0.73100001E+002  -0.13109608E+007   0.29827574E+009
   0.73200001E+002  -0.13107028E+007   0.29827574E+009
   0.73300001E+002  -0.13104480E+007   0.29827574E+009
   0.73400001E+002  -0.13101962E+007   0.29827574E+009
   0.73500001E+002  -0.13099475E+007   0.29827574E+009
   0.73600001E+002  -0.13097019E+007   0.29827573E+009
   0.73700001E+002  -0.13094595E+007   0.29827573E+009
   0.73800001E+002  -0.13092201E+007   0.29827573E+009
   0.73900001E+002  -0.13089839E+007   0.29827573E+009
   0.74000001E+002  -0.13087509E+007   0.29827573E+009
   0.74100001E+002  -0.13085210E+007   0.29827572E+009
   0.74200001E+002  -0.13082944E+007   0.29827572E+009
   0.74300001E+002  -0.13080709E+007   0.29827572E+009
   0.74400001E+002  -0.13078507E+007   0.29827572E+009
   0.74500001E+002  -0.13076338E+007   0.29827572E+009
   0.74600001E+002  -0.13074202E+007   0.29827571E+009
   0.74700001E+002  -0.13072099E+007   0.29827571E+009
   0.74800001E+002  -0.13070030E+007   0.29827571E+009
   0.74900001E+002  -0.13067994E+007   0.29827571E+009
   0.75000001E+002  -0.13065993E+007   0.29827571E+009
   0.75100001E+002  -0.13064026E+007   0.29827570E+009
   0.75200001E+002  -0.13062095E+007   0.29827570E+009
   0.75300001E+002  -0.13060199E+007   0.29827570E+009
   0.75400001E+002  -0.13058338E+007   0.29827570E+009
   0.75500001E+002  -0.13056515E+007   0.29827570E+009
   0.75600001E+002  -0.13054728E+007   0.29827569E+009
   0.75700001E+002  -0.13052979E+007   0.29827569E+009
   0.75800001E+002  -0.13051267E+007   0.29827569E+009
   0.75900001E+002  -0.13049595E+007   0.29827569E+009
   0.76000001E+002  -0.13047961E+007   0.29827568E+009
   0.76100001E+002  -0.13046368E+007   0.29827568E+009
   0.76200001E+002  -0.13044815E+007   0.29827568E+009
   0.76300001E+002  -0.13043304E+007   0.29827568E+009
   0.76400001E+002  -0.13041836E+007   0.29827568E+009
   0.76500001E+002  -0.13040410E+007   0.29827567E+009
   0.76600001E+002  -0.13039029E+007   0.29827567E+009
   0.76700001E+002  -0.13037693E+007   0.29827567E+009
   0.76800001E+002  -0.13036403E+007   0.29827567E+009
   0.76900001E+002  -0.13035160E+007   0.29827567E+009
   0.77000001E+002  -0.13033966E+007   0.29827566E+009
   0.77100001E+002  -0.13032821E+007   0.29827566E+009
   0.77200001E+002  -0.13031728E+007   0.29827566E+009
   0.77300001E+002  -0.13030687E+007   0.29827566E+009
   0.77400001E+002  -0.13029701E+007   0.29827566E+009
   0.77500001E+002  -0.13028770E+007   0.29827565E+009
   0.77600001E+002  -0.13027896E+007   0.29827565E+009
   0.77700001E+002  -0.13027081E+007   0.29827565E+009
   0.77800001E+002  -0.13026328E+007   0.29827565E+009
   0.77900001E+002  -0.13025638E+007   0.29827565E+009
   0.78000001E+002  -0.13025014E+007   0.29827564E+009
   0.78100001E+002  -0.13024458E+007   0.29827564E+009
   0.78200001E+002  -0.13023972E+007   0.29827564E+009
   0.78300001E+002  -0.13023560E+007   0.29827564E+009
   0.78400001E+002  -0.13023224E+007   0.29827564E+009
   0.78500001E+002  -0.13022968E+007   0.29827563E+009
   0.78600001E+002  -0.13022795E+007   0.29827563E+009
   0.78700001E+002  -0.13022709E+007   0.29827563E+009
   0.78800001E+002  -0.13022714E+007   0.29827563E+009
   0.78900001E+002  -0.13022814E+007   0.29827563E+009
   0.79000001E+002  -0.13023015E+007   0.29827562E+009
   0.79100001E+002  -0.13023320E+007   0.29827562E+009
   0.79200001E+002  -0.13023737E+007   0.29827562E+009
   0.79300001E+002  -0.13024271E+007   0.29827562E+009
   0.79400001E+002  -0.13024928E+007   0.29827562E+009
   0.79500001E+002  -0.13025717E+007   0.29827561E+009
   0.79600001E+002  -0.13026644E+007   0.29827561E+009
   0.79700001E+002  -0.13027720E+007   0.29827561E+009
   0.79800001E+002  -0.13028953E+007   0.29827561E+009
   0.79900001E+002  -0.13030355E+007   0.29827561E+009
   0.80000001E+002  -0.13031937E+007   0.29827560E+009
   0.80100001E+002  -0.13033713E+007   0.29827560E+009
   0.80200001E+002  -0.13035697E+007   0.29827560E+009
   0.80300001E+002  -0.13037906E+007   0.29827560E+009
   0.80400001E+002  -0.13040359E+007   0.29827560E+009
   0.80500001E+002  -0.13043076E+007   0.29827559E+009
   0.80600001E+002  -0.13046083E+007   0.29827559E+009
   0.80700001E+002  -0.13049411E+007   0.29827559E+009
   0.80800001E+002  -0.13053104E+007   0.29827559E+009
   0.80900001E+002  -0.13057320E+007   0.29827559E+009
   0.81000001E+002  -0.13061913E+007   0.29827558E+009
   0.81100001E+002  -0.13066480E+007   0.29827558E+009
   0.81200001E+002  -0.13071831E+007   0.29827558E+009
   0.81300001E+002  -0.13077784E+007   0.29827558E+009
   0.81400001E+002  -0.13084386E+007   0.29827558E+009
   0.81500001E+002  -0.13091715E+007   0.29827557E+009
   0.81600001E+002  -0.13099866E+007   0.29827557E+009
   0.81700001E+002  -0.13108955E+007   0.29827557E+009
   0.81800001E+002  -0.13119123E+007   0.29827557E+009
   0.81900001E+002  -0.13130540E+007   0.29827557E+009
   0.82000001E+002  -0.13143418E+007   0.29827556E+009
   0.82100001E+002  -0.13158017E+007   0.29827556E+009
   0.82200001E+002  -0.13174669E+007   0.29827556E+009
   0.82300001E+002  -0.13193795E+007   0.29827556E+009
   0.82400001E+002  -0.13215941E+007   0.29827556E+009
   0.82500001E+002  -0.13241829E+007   0.29827555E+009
   0.82600001E+002  -0.13272436E+007   0.29827555E+009
   0.82700001E+002  -0.13309110E+007   0.29827555E+009
   0.82800001E+002  -0.13353774E+007   0.29827555E+009
   0.82900001E+002  -0.13409260E+007   0.29827555E+009
   0.83000001E+002  -0.13479927E+007   0.29827554E+009
   0.83100001E+002  -0.13572845E+007   0.29827554E+009
   0.83200001E+002  -0.13700291E+007   0.29827554E+009
   0.83300001E+002  -0.13885626E+007   0.29827554E+009
   0.83400001E+002  -0.14179455E+007   0.29827554E+009
   0.83500001E+002  -0.14715679E+007   0.29827553E+009
   0.83600001E+002  -0.16002717E+007   0.29827553E+009
   0.83700001E+002  -0.23277372E+007   0.29827553E+009
   0.83800001E+002  -0.20724641E+007   0.29827553E+009
   0.83900001E+002  -0.15722598E+007   0.29827553E+009
   0.84000001E+002  -0.14613049E+007   0.29827552E+009
   0.84100001E+002  -0.14124928E+007   0.29827552E+009
   0.84200001E+002  -0.13850310E+007   0.29827552E+009
   0.84300001E+002  -0.13674219E+007   0.29827552E+009
   0.84400001E+002  -0.13551681E+007   0.29827552E+009
   0.84500001E+002  -0.13461489E+007   0.29827551E+009
   0.84600001E+002  -0.13392333E+007   0.29827551E+009
   0.84700001E+002  -0.13337630E+007   0.29827551E+009
   0.84800001E+002  -0.13293290E+007   0.29827551E+009
   0.84900001E+002  -0.13256636E+007   0.29827551E+009
   0.85000001E+002  -0.13225844E+007   0.29827550E+009
   0.85100001E+002  -0.13199628E+007   0.29827550E+009
   0.85200001E+002  -0.13177055E+007   0.29827550E+009
   0.85300001E+002  -0.13157431E+007   0.29827550E+009
   0.85400001E+002  -0.13140232E+007   0.29827550E+009
   0.85500001E+002  -0.13125050E+007   0.29827549E+009
   0.85600001E+002  -0.13111569E+007   0.29827549E+009
   0.85700001E+002  -0.13099536E+007   0.29827549E+009
   0.85800001E+002  -0.13088747E+007   0.29827549E+009
   0.85900001E+002  -0.13079036E+007   0.29827549E+009
   0.86000001E+002  -0.13070267E+007   0.29827548E+009
   0.86100001E+002  -0.13062329E+007   0.29827548E+009
   0.86200001E+002  -0.13055126E+007   0.29827548E+009
   0.86300001E+002  -0.13048581E+007   0.29827548E+009
   0.86400001E+002  -0.13042624E+007   0.29827548E+009
   0.86500001E+002  -0.13037201E+007   0.29827547E+009
   0.86600001E+002  -0.13032261E+007   0.29827547E+009
   0.86700001E+002  -0.13027763E+007   0.29827547E+009
   0.86800001E+002  -0.13023670E+007   0.29827547E+009
   0.86900001E+002  -0.13019952E+007   0.29827547E+009
   0.87000001E+002  -0.13016580E+007   0.29827546E+009
   0.87100001E+002  -0.13013531E+007   0.29827546E+009
   0.87200001E+002  -0.13010785E+007   0.29827546E+009
   0.87300001E+002  -0.13008322E+007   0.29827546E+009
   0.87400001E+002  -0.13006128E+007   0.29827546E+009
   0.87500001E+002  -0.13004188E+007   0.29827545E+009
   0.87600001E+002  -0.13002490E+007   0.29827545E+009
   0.87700001E+002  -0.13001023E+007   0.29827545E+009
   0.87800001E+002  -0.12999779E+007   0.29827545E+009
   0.87900001E+002  -0.12998748E+007   0.29827545E+009
   0.88000001E+002  -0.12997925E+007   0.29827544E+009
   0.88100001E+002  -0.12997303E+007   0.29827544E+009
   0.88200001E+002  -0.12996877E+007   0.29827544E+009
   0.88300001E+002  -0.12996644E+007   0.29827544E+009
   0.88400001E+002  -0.12996598E+007   0.29827544E+009
   0.88500001E+002  -0.12996739E+007   0.29827543E+009
   0.88600001E+002  -0.12997063E+007   0.29827543E+009
   0.88700001E+002  -0.12997569E+007   0.29827543E+009
   0.88800001E+002  -0.12998257E+007   0.29827543E+009
   0.88900001E+002  -0.12999125E+007   0.29827543E+009
   0.89000001E+002  -0.13000175E+007   0.29827542E+009
   0.89100001E+002  -0.13001408E+007   0.29827542E+009
   0.89200001E+002  -0.13002823E+007   0.29827542E+009
   0.89300001E+002  -0.13004425E+007   0.29827542E+009
   0.89400001E+002  -0.13006214E+007   0.29827542E+009
   0.89500001E+002  -0.13008194E+007   0.29827541E+009
   0.89600001E+002  -0.13010368E+007   0.29827541E+009
   0.89700001E+002  -0.13012740E+007   0.29827541E+009
   0.89800001E+002  -0.13015316E+007   0.29827541E+009
   0.89900001E+002  -0.13018099E+007   0.29827541E+009
   0.90000001E+002  -0.13021097E+007   0.29827540E+009
   0.90100001E+002  -0.13024315E+007   0.29827540E+009
   0.90200001E+002  -0.13027761E+007   0.29827540E+009
   0.90300001E+002  -0.13031443E+007   0.29827540E+009
   0.90400001E+002  -0.13035370E+007   0.29827540E+009
   0.90500001E+002  -0.13039550E+007   0.29827540E+009
   0.90600001E+002  -0.13043996E+007   0.29827539E+009
   0.90700001E+002  -0.13048718E+007   0.29827539E+009
   0.90800001E+002  -0.13053728E+007   0.29827539E+009
   0.90900001E+002  -0.13059042E+007   0.29827539E+009
   0.91000001E+002  -0.13064674E+007   0.29827539E+009
   0.91100001E+002  -0.13070640E+007   0.29827538E+009
   0.91200001E+002  -0.13076959E+007   0.29827538E+009
   0.91300001E+002  -0.13083651E+007   0.29827538E+009
   0.91400001E+002  -0.13090737E+007   0.29827538E+009
   0.91500001E+002  -0.13098243E+007   0.29827538E+009
   0.91600001E+002  -0.13106193E+007   0.29827537E+009
   0.91700001E+002  -0.13114618E+007   0.29827537E+009
   0.91800001E+002  -0.13123550E+007   0.29827537E+009
   0.91900001E+002  -0.13133024E+007   0.29827537E+009
   0.92000001E+002  -0.13143080E+007   0.29827537E+009
   0.92100001E+002  -0.13153762E+007   0.29827536E+009
   0.92200001E+002  -0.13165120E+007   0.29827536E+009
   0.92300001E+002  -0.13177208E+007   0.29827536E+009
   0.92400001E+002  -0.13190087E+007   0.29827536E+009
   0.92500001E+002  -0.13203828E+007   0.29827536E+009
   0.92600001E+002  -0.13218508E+007   0.29827535E+009
   0.92700001E+002  -0.13234216E+007   0.29827535E+009
   0.92800001E+002  -0.13251052E+007   0.29827535E+009
   0.92900001E+002  -0.13269132E+007   0.29827535E+009
   0.93000001E+002  -0.13288588E+007   0.29827535E+009
   0.93100001E+002  -0.13309571E+007   0.29827534E+009
   0.93200001E+002  -0.13332258E+007   0.29827534E+009
   0.93300001E+002  -0.13356854E+007   0.29827534E+009
   0.93400001E+002  -0.13383600E+007   0.29827534E+009
   0.93500001E+002  -0.13412780E+007   0.29827534E+009
   0.93600001E+002  -0.13444732E+007   0.29827533E+009
   0.93700001E+002  -0.13479860E+007   0.29827533E+009
   0.93800001E+002  -0.13518653E+007   0.29827533E+009
   0.93900001E+002  -0.13561705E+007   0.29827533E+009
   0.94000001E+002  -0.13609753E+007   0.29827533E+009
   0.94100001E+002  -0.13663711E+007   0.29827532E+009
   0.94200001E+002  -0.13724736E+007   0.29827532E+009
   0.94300001E+002  -0.13794309E+007   0.29827532E+009
   0.94400001E+002  -0.13874360E+007   0.29827532E+009
   0.94500001E+002  -0.13967452E+007   0.29827532E+009
   0.94600001E+002  -0.14077063E+007   0.29827531E+009
   0.94700001E+002  -0.14208032E+007   0.29827531E+009
   0.94800001E+002  -0.14367302E+007   0.29827531E+009
   0.94900001E+002  -0.14565199E+007   0.29827531E+009
   0.95000001E+002  -0.14817780E+007   0.29827531E+009
   0.95100001E+002  -0.15151453E+007   0.29827530E+009
   0.95200001E+002  -0.15612911E+007   0.29827530E+009
   0.95300001E+002  -0.16293254E+007   0.29827530E+009
   0.95400001E+002  -0.17397236E+007   0.29827530E+009
   0.95500001E+002  -0.19500839E+007   0.29827530E+009
   0.95600001E+002  -0.25090130E+007   0.29827529E+009
   0.95700001E+002  -0.84878617E+007   0.29827529E+009
   0.95800001E+002  -0.31497724E+007   0.29827529E+009
   0.95900001E+002  -0.21056717E+007   0.29827529E+009
   0.96000001E+002  -0.18091392E+007   0.29827529E+009
