 # time              Etot              Ltot
   0.96100001E+002  -0.16690318E+007   0.29827528E+009
   0.96200001E+002  -0.15874620E+007   0.29827528E+009
   0.96300001E+002  -0.15341198E+007   0.29827528E+009
   0.96400001E+002  -0.14965470E+007   0.29827528E+009
   0.96500001E+002  -0.14686758E+007   0.29827528E+009
   0.96600001E+002  -0.14471990E+007   0.29827527E+009
   0.96700001E+002  -0.14301604E+007   0.29827527E+009
   0.96800001E+002  -0.14163286E+007   0.29827527E+009
   0.96900001E+002  -0.14048900E+007   0.29827527E+009
   0.97000001E+002  -0.13952855E+007   0.29827527E+009
   0.97100001E+002  -0.13871180E+007   0.29827527E+009
   0.97200001E+002  -0.13800980E+007   0.29827526E+009
   0.97300001E+002  -0.13740093E+007   0.29827526E+009
   0.97400001E+002  -0.13686872E+007   0.29827526E+009
   0.97500001E+002  -0.13640041E+007   0.29827526E+009
   0.97600001E+002  -0.13598596E+007   0.29827526E+009
   0.97700001E+002  -0.13561736E+007   0.29827525E+009
   0.97800001E+002  -0.13528816E+007   0.29827525E+009
   0.97900001E+002  -0.13499307E+007   0.29827525E+009
   0.98000001E+002  -0.13472776E+007   0.29827525E+009
   0.98100001E+002  -0.13448862E+007   0.29827525E+009
   0.98200001E+002  -0.13427263E+007   0.29827524E+009
   0.98300001E+002  -0.13407724E+007   0.29827524E+009
   0.98400001E+002  -0.13390029E+007   0.29827524E+009
   0.98500001E+002  -0.13373992E+007   0.29827524E+009
   0.98600001E+002  -0.13359455E+007   0.29827524E+009
   0.98700001E+002  -0.13346282E+007   0.29827523E+009
   0.98800001E+002  -0.13334353E+007   0.29827523E+009
   0.98900001E+002  -0.13323566E+007   0.29827523E+009
   0.99000001E+002  -0.13313829E+007   0.29827523E+009
   0.99100001E+002  -0.13305065E+007   0.29827523E+009
   0.99200001E+002  -0.13297202E+007   0.29827522E+009
   0.99300001E+002  -0.13290181E+007   0.29827522E+009
   0.99400001E+002  -0.13283948E+007   0.29827522E+009
   0.99500001E+002  -0.13278453E+007   0.29827522E+009
   0.99600001E+002  -0.13273655E+007   0.29827522E+009
   0.99700001E+002  -0.13269516E+007   0.29827521E+009
   0.99800001E+002  -0.13266003E+007   0.29827521E+009
   0.99900001E+002  -0.13263087E+007   0.29827521E+009
   0.10000000E+003  -0.13260740E+007   0.29827521E+009
   0.10010000E+003  -0.13258939E+007   0.29827521E+009
   0.10020000E+003  -0.13257665E+007   0.29827520E+009
   0.10030000E+003  -0.13256898E+007   0.29827520E+009
   0.10040000E+003  -0.13256623E+007   0.29827520E+009
   0.10050000E+003  -0.13256825E+007   0.29827520E+009
   0.10060000E+003  -0.13257493E+007   0.29827520E+009
   0.10070000E+003  -0.13258615E+007   0.29827519E+009
   0.10080000E+003  -0.13260184E+007   0.29827519E+009
   0.10090000E+003  -0.13262190E+007   0.29827519E+009
   0.10100000E+003  -0.13264629E+007   0.29827519E+009
   0.10110000E+003  -0.13267495E+007   0.29827519E+009
   0.10120000E+003  -0.13270784E+007   0.29827518E+009
   0.10130000E+003  -0.13274493E+007   0.29827518E+009
   0.10140000E+003  -0.13278622E+007   0.29827518E+009
   0.10150000E+003  -0.13283168E+007   0.29827518E+009
   0.10160000E+003  -0.13288134E+007   0.29827518E+009
   0.10170000E+003  -0.13293520E+007   0.29827518E+009
   0.10180000E+003  -0.13299328E+007   0.29827517E+009
   0.10190000E+003  -0.13305562E+007   0.29827517E+009
   0.10200000E+003  -0.13312226E+007   0.29827517E+009
   0.10210000E+003  -0.13319325E+007   0.29827517E+009
   0.10220000E+003  -0.13326864E+007   0.29827517E+009
   0.10230000E+003  -0.13334852E+007   0.29827516E+009
   0.10240000E+003  -0.13343296E+007   0.29827516E+009
   0.10250000E+003  -0.13352204E+007   0.29827516E+009
   0.10260000E+003  -0.13361586E+007   0.29827516E+009
   0.10270000E+003  -0.13371454E+007   0.29827516E+009
   0.10280000E+003  -0.13381818E+007   0.29827515E+009
   0.10290000E+003  -0.13392693E+007   0.29827515E+009
   0.10300000E+003  -0.13404091E+007   0.29827515E+009
   0.10310000E+003  -0.13416029E+007   0.29827515E+009
   0.10320000E+003  -0.13428522E+007   0.29827515E+009
   0.10330000E+003  -0.13441588E+007   0.29827514E+009
   0.10340000E+003  -0.13455247E+007   0.29827514E+009
   0.10350000E+003  -0.13469518E+007   0.29827514E+009
   0.10360000E+003  -0.13484425E+007   0.29827514E+009
   0.10370000E+003  -0.13499991E+007   0.29827514E+009
   0.10380000E+003  -0.13516244E+007   0.29827513E+009
   0.10390000E+003  -0.13533221E+007   0.29827513E+009
   0.10400000E+003  -0.13550930E+007   0.29827513E+009
   0.10410000E+003  -0.13569377E+007   0.29827513E+009
   0.10420000E+003  -0.13588650E+007   0.29827513E+009
   0.10430000E+003  -0.13608769E+007   0.29827512E+009
   0.10440000E+003  -0.13629769E+007   0.29827512E+009
   0.10450000E+003  -0.13651692E+007   0.29827512E+009
   0.10460000E+003  -0.13674583E+007   0.29827512E+009
   0.10470000E+003  -0.13698491E+007   0.29827512E+009
   0.10480000E+003  -0.13723467E+007   0.29827511E+009
   0.10490000E+003  -0.13749568E+007   0.29827511E+009
   0.10500000E+003  -0.13776855E+007   0.29827511E+009
   0.10510000E+003  -0.13805394E+007   0.29827511E+009
   0.10520000E+003  -0.13835255E+007   0.29827511E+009
   0.10530000E+003  -0.13866516E+007   0.29827511E+009
   0.10540000E+003  -0.13899260E+007   0.29827510E+009
   0.10550000E+003  -0.13933578E+007   0.29827510E+009
   0.10560000E+003  -0.13969570E+007   0.29827510E+009
   0.10570000E+003  -0.14007342E+007   0.29827510E+009
   0.10580000E+003  -0.14047012E+007   0.29827510E+009
   0.10590000E+003  -0.14088709E+007   0.29827509E+009
   0.10600000E+003  -0.14132575E+007   0.29827509E+009
   0.10610000E+003  -0.14178763E+007   0.29827509E+009
   0.10620000E+003  -0.14227444E+007   0.29827509E+009
   0.10630000E+003  -0.14278806E+007   0.29827509E+009
   0.10640000E+003  -0.14333057E+007   0.29827508E+009
   0.10650000E+003  -0.14390427E+007   0.29827508E+009
   0.10660000E+003  -0.14451172E+007   0.29827508E+009
   0.10670000E+003  -0.14515576E+007   0.29827508E+009
   0.10680000E+003  -0.14583959E+007   0.29827508E+009
   0.10690000E+003  -0.14656677E+007   0.29827507E+009
   0.10700000E+003  -0.14734131E+007   0.29827507E+009
   0.10710000E+003  -0.14816777E+007   0.29827507E+009
   0.10720000E+003  -0.14905126E+007   0.29827507E+009
   0.10730000E+003  -0.14999763E+007   0.29827507E+009
   0.10740000E+003  -0.15101357E+007   0.29827506E+009
   0.10750000E+003  -0.15210672E+007   0.29827506E+009
   0.10760000E+003  -0.15328593E+007   0.29827506E+009
   0.10770000E+003  -0.15456145E+007   0.29827506E+009
   0.10780000E+003  -0.15594520E+007   0.29827506E+009
   0.10790000E+003  -0.15745122E+007   0.29827505E+009
   0.10800000E+003  -0.15909603E+007   0.29827505E+009
   0.10810000E+003  -0.16089934E+007   0.29827505E+009
   0.10820000E+003  -0.16288473E+007   0.29827505E+009
   0.10830000E+003  -0.16508075E+007   0.29827505E+009
   0.10840000E+003  -0.16752225E+007   0.29827505E+009
   0.10850000E+003  -0.17025221E+007   0.29827504E+009
   0.10860000E+003  -0.17332429E+007   0.29827504E+009
   0.10870000E+003  -0.17680638E+007   0.29827504E+009
   0.10880000E+003  -0.18078559E+007   0.29827504E+009
   0.10890000E+003  -0.18537562E+007   0.29827504E+009
   0.10900000E+003  -0.19072771E+007   0.29827503E+009
   0.10910000E+003  -0.19704759E+007   0.29827503E+009
   0.10920000E+003  -0.20462237E+007   0.29827503E+009
   0.10930000E+003  -0.21386522E+007   0.29827503E+009
   0.10940000E+003  -0.22539314E+007   0.29827503E+009
   0.10950000E+003  -0.24017026E+007   0.29827502E+009
   0.10960000E+003  -0.25979201E+007   0.29827502E+009
   0.10970000E+003  -0.28710262E+007   0.29827502E+009
   0.10980000E+003  -0.32771534E+007   0.29827502E+009
   0.10990000E+003  -0.39446431E+007   0.29827502E+009
   0.11000000E+003  -0.52452186E+007   0.29827501E+009
   0.11010000E+003  -0.88909911E+007   0.29827501E+009
   0.11020000E+003  -0.79250415E+008   0.29827501E+009
   0.11030000E+003  -0.10778107E+008   0.29827501E+009
   0.11040000E+003  -0.57121671E+007   0.29827501E+009
   0.11050000E+003  -0.41511202E+007   0.29827500E+009
   0.11060000E+003  -0.33924520E+007   0.29827500E+009
   0.11070000E+003  -0.29439784E+007   0.29827500E+009
   0.11080000E+003  -0.26477264E+007   0.29827500E+009
   0.11090000E+003  -0.24374253E+007   0.29827500E+009
   0.11100000E+003  -0.22803986E+007   0.29827499E+009
   0.11110000E+003  -0.21586715E+007   0.29827499E+009
   0.11120000E+003  -0.20615387E+007   0.29827499E+009
   0.11130000E+003  -0.19822266E+007   0.29827499E+009
   0.11140000E+003  -0.19162405E+007   0.29827499E+009
   0.11150000E+003  -0.18604805E+007   0.29827499E+009
   0.11160000E+003  -0.18127393E+007   0.29827498E+009
   0.11170000E+003  -0.17714026E+007   0.29827498E+009
   0.11180000E+003  -0.17352627E+007   0.29827498E+009
   0.11190000E+003  -0.17033978E+007   0.29827498E+009
   0.11200000E+003  -0.16750923E+007   0.29827498E+009
   0.11210000E+003  -0.16497824E+007   0.29827497E+009
   0.11220000E+003  -0.16270175E+007   0.29827497E+009
   0.11230000E+003  -0.16064335E+007   0.29827497E+009
   0.11240000E+003  -0.15877329E+007   0.29827497E+009
   0.11250000E+003  -0.15706704E+007   0.29827497E+009
   0.11260000E+003  -0.15550417E+007   0.29827496E+009
   0.11270000E+003  -0.15406756E+007   0.29827496E+009
   0.11280000E+003  -0.15274274E+007   0.29827496E+009
   0.11290000E+003  -0.15151741E+007   0.29827496E+009
   0.11300000E+003  -0.15038104E+007   0.29827496E+009
   0.11310000E+003  -0.14932459E+007   0.29827495E+009
   0.11320000E+003  -0.14834023E+007   0.29827495E+009
   0.11330000E+003  -0.14742119E+007   0.29827495E+009
   0.11340000E+003  -0.14656153E+007   0.29827495E+009
   0.11350000E+003  -0.14575609E+007   0.29827495E+009
   0.11360000E+003  -0.14500034E+007   0.29827495E+009
   0.11370000E+003  -0.14429028E+007   0.29827494E+009
   0.11380000E+003  -0.14362241E+007   0.29827494E+009
   0.11390000E+003  -0.14299363E+007   0.29827494E+009
   0.11400000E+003  -0.14240123E+007   0.29827494E+009
   0.11410000E+003  -0.14184279E+007   0.29827494E+009
   0.11420000E+003  -0.14131623E+007   0.29827493E+009
   0.11430000E+003  -0.14081970E+007   0.29827493E+009
   0.11440000E+003  -0.14035163E+007   0.29827493E+009
   0.11450000E+003  -0.13991064E+007   0.29827493E+009
   0.11460000E+003  -0.13949560E+007   0.29827493E+009
   0.11470000E+003  -0.13910560E+007   0.29827492E+009
   0.11480000E+003  -0.13873993E+007   0.29827492E+009
   0.11490000E+003  -0.13839812E+007   0.29827492E+009
   0.11500000E+003  -0.13807991E+007   0.29827492E+009
   0.11510000E+003  -0.13778534E+007   0.29827492E+009
   0.11520000E+003  -0.13751472E+007   0.29827491E+009
   0.11530000E+003  -0.13726872E+007   0.29827491E+009
   0.11540000E+003  -0.13704843E+007   0.29827491E+009
   0.11550000E+003  -0.13685547E+007   0.29827491E+009
   0.11560000E+003  -0.13669213E+007   0.29827491E+009
   0.11570000E+003  -0.13656157E+007   0.29827490E+009
   0.11580000E+003  -0.13646817E+007   0.29827490E+009
   0.11590000E+003  -0.13641797E+007   0.29827490E+009
   0.11600000E+003  -0.13641939E+007   0.29827490E+009
   0.11610000E+003  -0.13648439E+007   0.29827490E+009
   0.11620000E+003  -0.13663036E+007   0.29827490E+009
   0.11630000E+003  -0.13688340E+007   0.29827489E+009
   0.11640000E+003  -0.13728436E+007   0.29827489E+009
   0.11650000E+003  -0.13790069E+007   0.29827489E+009
   0.11660000E+003  -0.13885193E+007   0.29827489E+009
   0.11670000E+003  -0.14037160E+007   0.29827489E+009
   0.11680000E+003  -0.14298478E+007   0.29827488E+009
   0.11690000E+003  -0.14816835E+007   0.29827488E+009
   0.11700000E+003  -0.16229010E+007   0.29827488E+009
   0.11710000E+003  -0.31413501E+007   0.29827488E+009
   0.11720000E+003  -0.17852003E+007   0.29827488E+009
   0.11730000E+003  -0.15139713E+007   0.29827487E+009
   0.11740000E+003  -0.14357287E+007   0.29827487E+009
   0.11750000E+003  -0.13978267E+007   0.29827487E+009
   0.11760000E+003  -0.13750370E+007   0.29827487E+009
   0.11770000E+003  -0.13595532E+007   0.29827487E+009
   0.11780000E+003  -0.13481656E+007   0.29827486E+009
   0.11790000E+003  -0.13393112E+007   0.29827486E+009
   0.11800000E+003  -0.13321376E+007   0.29827486E+009
   0.11810000E+003  -0.13261401E+007   0.29827486E+009
   0.11820000E+003  -0.13210005E+007   0.29827486E+009
   0.11830000E+003  -0.13165081E+007   0.29827486E+009
   0.11840000E+003  -0.13125180E+007   0.29827485E+009
   0.11850000E+003  -0.13089268E+007   0.29827485E+009
   0.11860000E+003  -0.13056588E+007   0.29827485E+009
   0.11870000E+003  -0.13026573E+007   0.29827485E+009
   0.11880000E+003  -0.12998790E+007   0.29827485E+009
   0.11890000E+003  -0.12972901E+007   0.29827484E+009
   0.11900000E+003  -0.12948636E+007   0.29827484E+009
   0.11910000E+003  -0.12925782E+007   0.29827484E+009
   0.11920000E+003  -0.12904162E+007   0.29827484E+009
   0.11930000E+003  -0.12883634E+007   0.29827484E+009
   0.11940000E+003  -0.12864076E+007   0.29827483E+009
   0.11950000E+003  -0.12845389E+007   0.29827483E+009
   0.11960000E+003  -0.12827487E+007   0.29827483E+009
   0.11970000E+003  -0.12810297E+007   0.29827483E+009
   0.11980000E+003  -0.12793756E+007   0.29827483E+009
   0.11990000E+003  -0.12777810E+007   0.29827482E+009
   0.12000000E+003  -0.12762411E+007   0.29827482E+009
   0.12010000E+003  -0.12747518E+007   0.29827482E+009
   0.12020000E+003  -0.12733095E+007   0.29827482E+009
   0.12030000E+003  -0.12719108E+007   0.29827482E+009
   0.12040000E+003  -0.12705528E+007   0.29827482E+009
   0.12050000E+003  -0.12692330E+007   0.29827481E+009
   0.12060000E+003  -0.12679490E+007   0.29827481E+009
   0.12070000E+003  -0.12666988E+007   0.29827481E+009
   0.12080000E+003  -0.12654802E+007   0.29827481E+009
   0.12090000E+003  -0.12642918E+007   0.29827481E+009
   0.12100000E+003  -0.12631317E+007   0.29827480E+009
   0.12110000E+003  -0.12619987E+007   0.29827480E+009
   0.12120000E+003  -0.12608914E+007   0.29827480E+009
   0.12130000E+003  -0.12598084E+007   0.29827480E+009
   0.12140000E+003  -0.12587488E+007   0.29827480E+009
   0.12150000E+003  -0.12577113E+007   0.29827479E+009
   0.12160000E+003  -0.12566952E+007   0.29827479E+009
   0.12170000E+003  -0.12556994E+007   0.29827479E+009
   0.12180000E+003  -0.12547231E+007   0.29827479E+009
   0.12190000E+003  -0.12537655E+007   0.29827479E+009
   0.12200000E+003  -0.12528259E+007   0.29827479E+009
   0.12210000E+003  -0.12519036E+007   0.29827478E+009
   0.12220000E+003  -0.12509979E+007   0.29827478E+009
   0.12230000E+003  -0.12501082E+007   0.29827478E+009
   0.12240000E+003  -0.12492339E+007   0.29827478E+009
   0.12250000E+003  -0.12483746E+007   0.29827478E+009
   0.12260000E+003  -0.12475296E+007   0.29827477E+009
   0.12270000E+003  -0.12466985E+007   0.29827477E+009
   0.12280000E+003  -0.12458809E+007   0.29827477E+009
   0.12290000E+003  -0.12450762E+007   0.29827477E+009
   0.12300000E+003  -0.12442842E+007   0.29827477E+009
   0.12310000E+003  -0.12435043E+007   0.29827476E+009
   0.12320000E+003  -0.12427362E+007   0.29827476E+009
   0.12330000E+003  -0.12419796E+007   0.29827476E+009
   0.12340000E+003  -0.12412341E+007   0.29827476E+009
   0.12350000E+003  -0.12404993E+007   0.29827476E+009
   0.12360000E+003  -0.12397751E+007   0.29827475E+009
   0.12370000E+003  -0.12390610E+007   0.29827475E+009
   0.12380000E+003  -0.12383568E+007   0.29827475E+009
   0.12390000E+003  -0.12376622E+007   0.29827475E+009
   0.12400000E+003  -0.12369770E+007   0.29827475E+009
   0.12410000E+003  -0.12363009E+007   0.29827475E+009
   0.12420000E+003  -0.12356336E+007   0.29827474E+009
   0.12430000E+003  -0.12349750E+007   0.29827474E+009
   0.12440000E+003  -0.12343248E+007   0.29827474E+009
   0.12450000E+003  -0.12336828E+007   0.29827474E+009
   0.12460000E+003  -0.12330488E+007   0.29827474E+009
   0.12470000E+003  -0.12324225E+007   0.29827473E+009
   0.12480000E+003  -0.12318039E+007   0.29827473E+009
   0.12490000E+003  -0.12311927E+007   0.29827473E+009
   0.12500000E+003  -0.12305888E+007   0.29827473E+009
   0.12510000E+003  -0.12299919E+007   0.29827473E+009
   0.12520000E+003  -0.12294019E+007   0.29827472E+009
   0.12530000E+003  -0.12288187E+007   0.29827472E+009
   0.12540000E+003  -0.12282421E+007   0.29827472E+009
   0.12550000E+003  -0.12276719E+007   0.29827472E+009
   0.12560000E+003  -0.12271081E+007   0.29827472E+009
   0.12570000E+003  -0.12265504E+007   0.29827472E+009
   0.12580000E+003  -0.12259987E+007   0.29827471E+009
   0.12590000E+003  -0.12254529E+007   0.29827471E+009
   0.12600000E+003  -0.12249129E+007   0.29827471E+009
   0.12610000E+003  -0.12243786E+007   0.29827471E+009
   0.12620000E+003  -0.12238498E+007   0.29827471E+009
   0.12630000E+003  -0.12233264E+007   0.29827470E+009
   0.12640000E+003  -0.12228083E+007   0.29827470E+009
   0.12650000E+003  -0.12222954E+007   0.29827470E+009
   0.12660000E+003  -0.12217876E+007   0.29827470E+009
   0.12670000E+003  -0.12212848E+007   0.29827470E+009
   0.12680000E+003  -0.12207869E+007   0.29827469E+009
   0.12690000E+003  -0.12202938E+007   0.29827469E+009
   0.12700000E+003  -0.12198054E+007   0.29827469E+009
   0.12710000E+003  -0.12193216E+007   0.29827469E+009
   0.12720000E+003  -0.12188423E+007   0.29827469E+009
   0.12730000E+003  -0.12183675E+007   0.29827469E+009
   0.12740000E+003  -0.12178970E+007   0.29827468E+009
   0.12750000E+003  -0.12174308E+007   0.29827468E+009
   0.12760000E+003  -0.12169688E+007   0.29827468E+009
   0.12770000E+003  -0.12165109E+007   0.29827468E+009
   0.12780000E+003  -0.12160571E+007   0.29827468E+009
   0.12790000E+003  -0.12156072E+007   0.29827467E+009
   0.12800000E+003  -0.12151613E+007   0.29827467E+009
   0.12810000E+003  -0.12147191E+007   0.29827467E+009
   0.12820000E+003  -0.12142808E+007   0.29827467E+009
   0.12830000E+003  -0.12138461E+007   0.29827467E+009
   0.12840000E+003  -0.12134151E+007   0.29827466E+009
   0.12850000E+003  -0.12129876E+007   0.29827466E+009
   0.12860000E+003  -0.12125637E+007   0.29827466E+009
   0.12870000E+003  -0.12121432E+007   0.29827466E+009
   0.12880000E+003  -0.12117261E+007   0.29827466E+009
   0.12890000E+003  -0.12113123E+007   0.29827466E+009
   0.12900000E+003  -0.12109018E+007   0.29827465E+009
   0.12910000E+003  -0.12104946E+007   0.29827465E+009
   0.12920000E+003  -0.12100905E+007   0.29827465E+009
   0.12930000E+003  -0.12096896E+007   0.29827465E+009
   0.12940000E+003  -0.12092917E+007   0.29827465E+009
   0.12950000E+003  -0.12088968E+007   0.29827464E+009
   0.12960000E+003  -0.12085050E+007   0.29827464E+009
   0.12970000E+003  -0.12081160E+007   0.29827464E+009
   0.12980000E+003  -0.12077300E+007   0.29827464E+009
   0.12990000E+003  -0.12073468E+007   0.29827464E+009
   0.13000000E+003  -0.12069664E+007   0.29827463E+009
   0.13010000E+003  -0.12065887E+007   0.29827463E+009
   0.13020000E+003  -0.12062138E+007   0.29827463E+009
   0.13030000E+003  -0.12058415E+007   0.29827463E+009
   0.13040000E+003  -0.12054719E+007   0.29827463E+009
   0.13050000E+003  -0.12051048E+007   0.29827463E+009
   0.13060000E+003  -0.12047403E+007   0.29827462E+009
   0.13070000E+003  -0.12043784E+007   0.29827462E+009
   0.13080000E+003  -0.12040189E+007   0.29827462E+009
   0.13090000E+003  -0.12036618E+007   0.29827462E+009
   0.13100000E+003  -0.12033072E+007   0.29827462E+009
   0.13110000E+003  -0.12029549E+007   0.29827461E+009
   0.13120000E+003  -0.12026050E+007   0.29827461E+009
   0.13130000E+003  -0.12022574E+007   0.29827461E+009
   0.13140000E+003  -0.12019121E+007   0.29827461E+009
   0.13150000E+003  -0.12015690E+007   0.29827461E+009
   0.13160000E+003  -0.12012281E+007   0.29827460E+009
   0.13170000E+003  -0.12008894E+007   0.29827460E+009
   0.13180000E+003  -0.12005529E+007   0.29827460E+009
   0.13190000E+003  -0.12002185E+007   0.29827460E+009
   0.13200000E+003  -0.11998862E+007   0.29827460E+009
   0.13210000E+003  -0.11995559E+007   0.29827460E+009
   0.13220000E+003  -0.11992277E+007   0.29827459E+009
   0.13230000E+003  -0.11989015E+007   0.29827459E+009
   0.13240000E+003  -0.11985773E+007   0.29827459E+009
   0.13250000E+003  -0.11982551E+007   0.29827459E+009
   0.13260000E+003  -0.11979348E+007   0.29827459E+009
   0.13270000E+003  -0.11976164E+007   0.29827458E+009
   0.13280000E+003  -0.11972999E+007   0.29827458E+009
   0.13290000E+003  -0.11969852E+007   0.29827458E+009
   0.13300000E+003  -0.11966724E+007   0.29827458E+009
   0.13310000E+003  -0.11963615E+007   0.29827458E+009
   0.13320000E+003  -0.11960523E+007   0.29827457E+009
   0.13330000E+003  -0.11957448E+007   0.29827457E+009
   0.13340000E+003  -0.11954392E+007   0.29827457E+009
   0.13350000E+003  -0.11951352E+007   0.29827457E+009
   0.13360000E+003  -0.11948330E+007   0.29827457E+009
   0.13370000E+003  -0.11945325E+007   0.29827457E+009
   0.13380000E+003  -0.11942336E+007   0.29827456E+009
   0.13390000E+003  -0.11939364E+007   0.29827456E+009
   0.13400000E+003  -0.11936408E+007   0.29827456E+009
   0.13410000E+003  -0.11933468E+007   0.29827456E+009
   0.13420000E+003  -0.11930544E+007   0.29827456E+009
   0.13430000E+003  -0.11927635E+007   0.29827455E+009
   0.13440000E+003  -0.11924742E+007   0.29827455E+009
   0.13450000E+003  -0.11921865E+007   0.29827455E+009
   0.13460000E+003  -0.11919003E+007   0.29827455E+009
   0.13470000E+003  -0.11916155E+007   0.29827455E+009
   0.13480000E+003  -0.11913323E+007   0.29827455E+009
   0.13490000E+003  -0.11910505E+007   0.29827454E+009
   0.13500000E+003  -0.11907702E+007   0.29827454E+009
   0.13510000E+003  -0.11904913E+007   0.29827454E+009
   0.13520000E+003  -0.11902138E+007   0.29827454E+009
   0.13530000E+003  -0.11899378E+007   0.29827454E+009
   0.13540000E+003  -0.11896631E+007   0.29827453E+009
   0.13550000E+003  -0.11893898E+007   0.29827453E+009
   0.13560000E+003  -0.11891178E+007   0.29827453E+009
   0.13570000E+003  -0.11888472E+007   0.29827453E+009
   0.13580000E+003  -0.11885779E+007   0.29827453E+009
   0.13590000E+003  -0.11883100E+007   0.29827452E+009
   0.13600000E+003  -0.11880433E+007   0.29827452E+009
   0.13610000E+003  -0.11877779E+007   0.29827452E+009
   0.13620000E+003  -0.11875138E+007   0.29827452E+009
   0.13630000E+003  -0.11872510E+007   0.29827452E+009
   0.13640000E+003  -0.11869894E+007   0.29827452E+009
   0.13650000E+003  -0.11867291E+007   0.29827451E+009
   0.13660000E+003  -0.11864699E+007   0.29827451E+009
   0.13670000E+003  -0.11862120E+007   0.29827451E+009
   0.13680000E+003  -0.11859553E+007   0.29827451E+009
   0.13690000E+003  -0.11856998E+007   0.29827451E+009
   0.13700000E+003  -0.11854454E+007   0.29827450E+009
   0.13710000E+003  -0.11851922E+007   0.29827450E+009
   0.13720000E+003  -0.11849402E+007   0.29827450E+009
   0.13730000E+003  -0.11846893E+007   0.29827450E+009
   0.13740000E+003  -0.11844396E+007   0.29827450E+009
   0.13750000E+003  -0.11841909E+007   0.29827450E+009
   0.13760000E+003  -0.11839434E+007   0.29827449E+009
   0.13770000E+003  -0.11836970E+007   0.29827449E+009
   0.13780000E+003  -0.11834516E+007   0.29827449E+009
   0.13790000E+003  -0.11832073E+007   0.29827449E+009
   0.13800000E+003  -0.11829642E+007   0.29827449E+009
   0.13810000E+003  -0.11827220E+007   0.29827448E+009
   0.13820000E+003  -0.11824809E+007   0.29827448E+009
   0.13830000E+003  -0.11822409E+007   0.29827448E+009
   0.13840000E+003  -0.11820019E+007   0.29827448E+009
   0.13850000E+003  -0.11817639E+007   0.29827448E+009
   0.13860000E+003  -0.11815269E+007   0.29827447E+009
   0.13870000E+003  -0.11812909E+007   0.29827447E+009
   0.13880000E+003  -0.11810559E+007   0.29827447E+009
   0.13890000E+003  -0.11808219E+007   0.29827447E+009
   0.13900000E+003  -0.11805889E+007   0.29827447E+009
   0.13910000E+003  -0.11803569E+007   0.29827447E+009
   0.13920000E+003  -0.11801258E+007   0.29827446E+009
   0.13930000E+003  -0.11798956E+007   0.29827446E+009
   0.13940000E+003  -0.11796664E+007   0.29827446E+009
   0.13950000E+003  -0.11794382E+007   0.29827446E+009
   0.13960000E+003  -0.11792108E+007   0.29827446E+009
   0.13970000E+003  -0.11789844E+007   0.29827445E+009
   0.13980000E+003  -0.11787589E+007   0.29827445E+009
   0.13990000E+003  -0.11785344E+007   0.29827445E+009
   0.14000000E+003  -0.11783107E+007   0.29827445E+009
   0.14010000E+003  -0.11780879E+007   0.29827445E+009
   0.14020000E+003  -0.11778660E+007   0.29827445E+009
   0.14030000E+003  -0.11776449E+007   0.29827444E+009
   0.14040000E+003  -0.11774248E+007   0.29827444E+009
   0.14050000E+003  -0.11772055E+007   0.29827444E+009
   0.14060000E+003  -0.11769870E+007   0.29827444E+009
   0.14070000E+003  -0.11767694E+007   0.29827444E+009
   0.14080000E+003  -0.11765527E+007   0.29827443E+009
   0.14090000E+003  -0.11763368E+007   0.29827443E+009
   0.14100000E+003  -0.11761217E+007   0.29827443E+009
   0.14110000E+003  -0.11759075E+007   0.29827443E+009
   0.14120000E+003  -0.11756940E+007   0.29827443E+009
   0.14130000E+003  -0.11754814E+007   0.29827443E+009
   0.14140000E+003  -0.11752696E+007   0.29827442E+009
   0.14150000E+003  -0.11750586E+007   0.29827442E+009
   0.14160000E+003  -0.11748484E+007   0.29827442E+009
   0.14170000E+003  -0.11746390E+007   0.29827442E+009
   0.14180000E+003  -0.11744303E+007   0.29827442E+009
   0.14190000E+003  -0.11742225E+007   0.29827441E+009
   0.14200000E+003  -0.11740154E+007   0.29827441E+009
   0.14210000E+003  -0.11738091E+007   0.29827441E+009
   0.14220000E+003  -0.11736035E+007   0.29827441E+009
   0.14230000E+003  -0.11733987E+007   0.29827441E+009
   0.14240000E+003  -0.11731947E+007   0.29827440E+009
   0.14250000E+003  -0.11729914E+007   0.29827440E+009
   0.14260000E+003  -0.11727889E+007   0.29827440E+009
   0.14270000E+003  -0.11725871E+007   0.29827440E+009
   0.14280000E+003  -0.11723860E+007   0.29827440E+009
   0.14290000E+003  -0.11721856E+007   0.29827440E+009
   0.14300000E+003  -0.11719860E+007   0.29827439E+009
   0.14310000E+003  -0.11717871E+007   0.29827439E+009
   0.14320000E+003  -0.11715889E+007   0.29827439E+009
   0.14330000E+003  -0.11713914E+007   0.29827439E+009
   0.14340000E+003  -0.11711947E+007   0.29827439E+009
   0.14350000E+003  -0.11709986E+007   0.29827438E+009
   0.14360000E+003  -0.11708032E+007   0.29827438E+009
   0.14370000E+003  -0.11706085E+007   0.29827438E+009
   0.14380000E+003  -0.11704145E+007   0.29827438E+009
   0.14390000E+003  -0.11702212E+007   0.29827438E+009
   0.14400000E+003  -0.11700286E+007   0.29827438E+009
   0.14410000E+003  -0.11698367E+007   0.29827437E+009
   0.14420000E+003  -0.11696454E+007   0.29827437E+009
